node_1|node_2|edge|chunk_id|node_3|node_4|level
board|external experts and observers|The Board may invite external experts and observers to attend its meetings.|2a5010f8f0b248eda0314ea8ffc2fa66|||
board|interested third parties|The Board may hold exchanges with interested third parties to inform its activities to an appropriate extent.|2a5010f8f0b248eda0314ea8ffc2fa66|||
commission|board|The Commission shall provide administrative and analytical support for the activities of the Board pursuant to this Regulation.|2a5010f8f0b248eda0314ea8ffc2fa66|||
article 58|board|The Board is mentioned in Article 58 of this context.|28c2e30c8f2947bcbdb40959832ad599|||
article 58|tasks of the board|The Tasks of the Board are specified in Article 58 of this context.|28c2e30c8f2947bcbdb40959832ad599|||
board|article 56(2)|The Board provides advice and assistance to the Commission in the context of Article 56(2) as mentioned in this context.|28c2e30c8f2947bcbdb40959832ad599|||
tasks of the board|article 53|The Board contributes to uniform administrative practices for the functioning of regulatory sandboxes referred to in Article 53 as mentioned in this context.|28c2e30c8f2947bcbdb40959832ad599|||
tasks of the board|(a)|The Board collects and shares expertise and best practices among Member States as specified under (a) in this context.|28c2e30c8f2947bcbdb40959832ad599|||
tasks of the board|(b)|The Board contributes to uniform administrative practices in the Member States as specified under (b) in this context.|28c2e30c8f2947bcbdb40959832ad599|||
tasks of the board|(c)|The Board issues opinions, recommendations or written contributions on matters related to the implementation of this Regulation as specified under (c) in this context.|28c2e30c8f2947bcbdb40959832ad599|||
tasks of the board|(i)|The Board provides opinions on technical specifications or existing standards regarding the requirements set out in Title III, Chapter 2 as specified under (i) in this context.|28c2e30c8f2947bcbdb40959832ad599|||
tasks of the board|(ii)|The Board provides opinions on the use of harmonised standards or common specifications referred to in Articles 40 and 41 as specified under (ii) in this context.|28c2e30c8f2947bcbdb40959832ad599|||
tasks of the board|(iii)|The Board provides opinions on the preparation of guidance documents, including the guidelines concerning the setting of administrative fines referred to in Article 71 as specified under (iii) in this context.|28c2e30c8f2947bcbdb40959832ad599|||
article 59|national competent authorities|The establishment or designation of national competent authorities is mentioned in Article 59 of this context.|28c2e30c8f2947bcbdb40959832ad599|||
national competent authorities|each member state|Each Member State establishes or designates national competent authorities as specified in this context.|28c2e30c8f2947bcbdb40959832ad599|||
national competent authorities|organisation|The organisation of national competent authorities is mentioned in this context.|28c2e30c8f2947bcbdb40959832ad599|||
regulation|objectivity and impartiality|National competent authorities shall be organised so as to safeguard the objectivity and impartiality of their activities and tasks.|a636a274b968418fb2c49fc5a8c84c95|||
member state|national supervisory authority|Each Member State shall designate a national supervisory authority among the national competent authorities. The national supervisory authority shall act as notifying authority and market surveillance authority unless a Member State has organisational and administrative reasons to designate more than one authority.|a636a274b968418fb2c49fc5a8c84c95|||
member state|designations|Member States shall inform the Commission of their designation or designations and, where applicable, the reasons for designating more than one authority.|a636a274b968418fb2c49fc5a8c84c95|||
national competent authorities|financial and human resources|Member States shall ensure that national competent authorities are provided with adequate financial and human resources to fulfil their tasks under this Regulation.|a636a274b968418fb2c49fc5a8c84c95|||
national competent authorities|personnel|National competent authorities shall have a sufficient number of personnel permanently available whose competences and expertise shall include an in-depth understanding of artificial intelligence technologies, data and data computing, fundamental rights, health and safety risks and knowledge of existing standards and legal requirements.|a636a274b968418fb2c49fc5a8c84c95|||
commission|reporting|Member States shall report to the Commission on an annual basis on the status of the financial and human resources of the national competent authorities with an assessment of their adequacy.|a636a274b968418fb2c49fc5a8c84c95|||
commission|transmission|The Commission shall transmit that information to the Board for discussion and possible recommendations.|a636a274b968418fb2c49fc5a8c84c95|||
eu database for stand-alone high-risk ai systems|high-risk ai systems referred to in article 6(2)|The EU database contains information regarding the registered high-risk AI systems.|59bf10160be14d23942cd35fc4b6a037|||
commission|eu database for stand-alone high-risk ai systems|The Commission is responsible for setting up and maintaining the EU database for stand-alone high-risk AI systems in collaboration with the Member States.|59bf10160be14d23942cd35fc4b6a037|||
high-risk ai systems referred to in article 6(2)|registration in accordance with article 51|High-risk AI systems referred to in Article 6(2) must be registered in the EU database for stand-alone high-risk AI systems.|59bf10160be14d23942cd35fc4b6a037|||
article 51|registration requirement for high-risk ai systems|Article 51 outlines the registration requirement for high-risk AI systems in the EU database for stand-alone high-risk AI systems.|59bf10160be14d23942cd35fc4b6a037|||
member states|eu database for stand-alone high-risk ai systems|The Member States collaborate with the Commission in setting up and maintaining the EU database for stand-alone high-risk AI systems.|59bf10160be14d23942cd35fc4b6a037|||
high-risk ai systems referred to in article 6(2)|national competent authorities|The registration of high-risk AI systems referred to in Article 6(2) is the responsibility of national competent authorities.|59bf10160be14d23942cd35fc4b6a037|||
high-risk ai systems referred to in article 6(2)|implementation of this regulation|The implementation of this Regulation regarding high-risk AI systems referred to in Article 6(2) is guided and advised by national competent authorities, as appropriate.|59bf10160be14d23942cd35fc4b6a037|||
union institutions, agencies and bodies|eu database for stand-alone high-risk ai systems|When Union institutions, agencies and bodies fall within the scope of this Regulation, the European Data Protection Supervisor acts as their competent authority for supervision in the EU database for stand-alone high-risk AI systems.|59bf10160be14d23942cd35fc4b6a037|||
article 6(2)|ai systems|Referred to in Article 6(2)|b8672f6fef3a40a2be27b981385d8321|||
eu database|information contained in the eu database|Shall be accessible to the public|b8672f6fef3a40a2be27b981385d8321|||
commission|controller of the eu database||b8672f6fef3a40a2be27b981385d8321|||
providers|natural persons who are responsible for registering the system and have the legal authority to represent the provider|Contained in the EU database|b8672f6fef3a40a2be27b981385d8321|||
providers|post-market monitoring system|Established and documented by providers|b8672f6fef3a40a2be27b981385d8321|||
high-risk ai systems|post-market monitoring system|Shall be established and documented by providers in a manner that is proportionate to the nature of the artificial intelligence technologies and the risks of the high-risk AI system|b8672f6fef3a40a2be27b981385d8321|||
providers|post-market monitoring plan for high-risk ai systems||b8672f6fef3a40a2be27b981385d8321|||
providers|post-market monitoring system|Shall actively and systematically collect,|b8672f6fef3a40a2be27b981385d8321|||
providers|data listed in annex viii|Shall be entered into the EU database by the providers|b8672f6fef3a40a2be27b981385d8321|||
serious incident|providers of high-risk ai systems placed on the union market|Providers of high-risk AI systems placed on the Union market shall report any serious incident related to their systems to market surveillance authorities in Member States where the incident occurred immediately after establishing a causal link or within 15 days of becoming aware.|a3b9f89b60c549aeb72e3c9c34a2e956|||
malfunctioning|providers of high-risk ai systems placed on the union market|Providers of high-risk AI systems placed on the Union market shall report any malfunctioning of those systems which constitutes a breach of obligations under Union law intended to protect fundamental rights to market surveillance authorities in Member States where that incident occurred immediately after establishing a causal link or within 15 days of becoming aware.|a3b9f89b60c549aeb72e3c9c34a2e956|||
serious incident|market surveillance authorities|Providers shall report any serious incident related to high-risk AI systems to market surveillance authorities in Member States where the incident occurred immediately after establishing a causal link or within 15 days of becoming aware.|a3b9f89b60c549aeb72e3c9c34a2e956|||
malfunctioning|market surveillance authorities|Providers shall report any malfunctioning of high-risk AI systems which constitutes a breach of obligations under Union law intended to protect fundamental rights to market surveillance authorities in Member States where that incident occurred immediately after establishing a causal link or within 15 days of becoming aware.|a3b9f89b60c549aeb72e3c9c34a2e956|||
market surveillance authorities|national public authorities or bodies referred to in article 64(3)|Upon receiving a notification related to a breach of obligations under Union law intended to protect fundamental rights, market surveillance authorities shall inform national public authorities or bodies referred to in Article 64(3).|a3b9f89b60c549aeb72e3c9c34a2e956|||
high-risk ai systems|providers that are credit institutions regulated by directive 2013/36/eu|For high-risk AI systems referred to in point 5(b) of Annex III which are placed on the market or put into service by providers that are credit institutions regulated by Directive 2013/36/EU|a3b9f89b60c549aeb72e3c9c34a2e956|||
high-risk ai systems|safety components of|For high-risk AI systems which are safety components of|a3b9f89b60c549aeb72e3c9c34a2e956|||
directive 2013/36/eu|union law intended to protect fundamental rights|Constitutes a breach of obligations under Union law|08aa6cf91da046a09555a219c13ffff0|||
ai systems covered by directive 2013/36/eu|ai systems falling within the scope of this regulation|Same as per Article 63.1|08aa6cf91da046a09555a219c13ffff0|||
ai systems covered by directive 2013/36/eu|ai systems covered by regulation (eu) 2019/1020|Same as per Article 63.1|08aa6cf91da046a09555a219c13ffff0|||
operators identified in title iii, chapter 3 of this regulation|economic operators under regulation (eu) 2019/1020|Same as per Article 63.1(a)|08aa6cf91da046a09555a219c13ffff0|||
products under regulation (eu) 2019/1020|ai systems falling within the scope of this regulation|Same as per Article 63.1(b)|08aa6cf91da046a09555a219c13ffff0|||
national supervisory authority|commission|Reports to the Commission on a regular basis|08aa6cf91da046a09555a219c13ffff0|||
national supervisory authority|relevant national competition authorities|Reports, without delay, to the Commission and relevant national competition authorities any information identified in the course of market surveillance activities that may be of potential interest for the application of Union law|08aa6cf91da046a09555a219c13ffff0|||
union law on competition rules|high-risk ai systems related to products in annex ii, section a|For these high-risk AI systems, the market surveillance authority for the purposes of this Regulation shall be the authority responsible for market surveillance activities designated under those legal acts listed in Annex II, section A.|84428023b7824ce2b7b94c05f0d1b5f3|||
financial institutions regulated by union legislation on financial services|ai systems placed on the market, put into service or used by these institutions|For AI systems placed on the market, put into service or used by financial institutions regulated by Union legislation on financial services, the market surveillance authority for the purposes of this Regulation shall be the relevant authority responsible for the financial supervision of those institutions under that legislation.|84428023b7824ce2b7b94c05f0d1b5f3|||
ai systems listed in point 1(a)|law enforcement purposes|For AI systems listed in point 1(a) in so far as the systems are used for law enforcement purposes, points 6 and 7 of Annex III, Member States shall designate as market surveillance authorities for the purposes of this Regulation either the competent data protection supervisory authorities under Directive (EU) 2016/680, or Regulation 2016/679 or the national competent authorities supervising the activities of the law enforcement, immigration or asylum authorities putting into service or using those systems.|84428023b7824ce2b7b94c05f0d1b5f3|||
union institutions, agencies and bodies|this regulation|Where Union institutions, agencies and bodies fall within the scope of this Regulation, the European Data Protection Supervisor shall act as their market surveillance authority.|84428023b7824ce2b7b94c05f0d1b5f3|||
market surveillance authority|member states|The European Data Protection Supervisor shall act as their market surveillance authority, indicating a regulatory relationship between the two entities.|13fb4cc3fefd4e8cac0fee0536c59464|||
market surveillance authorities designated under this regulation|other relevant national authorities or bodies which supervise the application of union harmonisation legislation listed in annex ii or other union legislation that might be relevant for the high-risk ai systems referred to in annex iii.|The context suggests a coordination and facilitation relationship between these entities.|13fb4cc3fefd4e8cac0fee0536c59464|||
market surveillance authorities|national public authorities or bodies which supervise or enforce the respect of obligations under union law protecting fundamental rights in relation to the use of high-risk ai systems referred to in annex iii.|The context suggests a request and access relationship between these entities.|13fb4cc3fefd4e8cac0fee0536c59464|||
market surveillance authorities|training, validation and testing datasets used by the provider|Full access to training, validation and testing datasets is granted to market surveillance authorities through application programming interfaces (`API') or other appropriate technical means and tools enabling remote access.|13fb4cc3fefd4e8cac0fee0536c59464|||
market surveillance authorities|source code of the ai system|Where necessary to assess the conformity of the high-risk AI system with the requirements set out in Title III, Chapter 2, market surveillance authorities shall be granted access to the source code of the AI system upon a reasoned request.|13fb4cc3fefd4e8cac0fee0536c59464|||
high-risk ai systems|documentation created or maintained under this regulation|necessary for the fulfilment of competences under their mandate within the limits of their jurisdiction|eb6672649a55475f880bbb00454dcb82|||
relevant public authority or body|member state concerned|shall inform the market surveillance authority of any such request|eb6672649a55475f880bbb00454dcb82|||
each member state|publicly available on the website of the national supervisory authority|by 3 months after the entering into force of this Regulation|eb6672649a55475f880bbb00454dcb82|||
documentation referred to in paragraph 3|insufficient to ascertain whether a breach of obligations under union law intended to protect fundamental rights has occurred|the public authority or body referred to paragraph 3 may make a reasoned request|eb6672649a55475f880bbb00454dcb82|||
market surveillance authority|organise testing of the high-risk ai system through technical means|the close involvement of the requesting public authority or body|eb6672649a55475f880bbb00454dcb82|||
ai systems presenting a risk|risks to the health or safety or to the protection of fundamental rights of persons|As referred to in paragraph 1, AI systems presenting a risk defined in Article 3, point 19 of Regulation (EU) 2019/1020 are concerned with risks to the health or safety or to the protection of fundamental rights of persons.|7f09871ea0194164a139981686f35332|||
market surveillance authority|relevant national public authorities or bodies referred to in article 64(3)|When risks to the protection of fundamental rights are present, the market surveillance authority shall inform the relevant national public authorities or bodies referred to in Article 64(3) as necessary with cooperation from relevant operators.|7f09871ea0194164a139981686f35332|||
market surveillance authorities|other national public authorities or bodies referred to in article 64(3)|referenced in the context|a0a88466513142829cbfbe17e76fbaab|||
ai system|operator of an ai system|owned and operated by operator as mentioned in the context|a0a88466513142829cbfbe17e76fbaab|||
market surveillance authority|relevant notified body|informs relevant notified body according to Article 18 of Regulation (EU) 2019/1020|a0a88466513142829cbfbe17e76fbaab|||
market surveillance authority|commission and the other member states|informs in case of non-compliance spanning beyond national territory|a0a88466513142829cbfbe17e76fbaab|||
operator|market surveillance authority|required to take corrective actions for non-compliance by market surveillance authority|a0a88466513142829cbfbe17e76fbaab|||
operator|relevant notified body|notifies relevant notified body of corrective actions required by market surveillance authority|a0a88466513142829cbfbe17e76fbaab|||
period referred to in paragraph 2|ai system's being made available on its national market|The period referred to in paragraph 2 refers to a specific time frame during which the AI system is being sold or offered for sale within a particular country.|f0006aadcc614bf9a077bf00f44ee31f|||
market surveillance authority|ai system's being made available on its national market|The market surveillance authority has the responsibility to take appropriate provisional measures, such as prohibiting or restricting the AI system's sale or withdrawal from the national market, if it fails to meet the requirements set out in Title III, Chapter 2.|f0006aadcc614bf9a077bf00f44ee31f|||
commission|market surveillance authority|The market surveillance authority shall inform the Commission of any measures taken to prohibit or restrict the sale of non-compliant AI systems within their national market.|f0006aadcc614bf9a077bf00f44ee31f|||
other member states|market surveillance authority|The market surveillance authority shall also inform other Member States of any measures taken to prohibit or restrict the sale of non-compliant AI systems within their national market.|f0006aadcc614bf9a077bf00f44ee31f|||
non-compliant ai system|ai system's being made available on its national market|If an AI system does not meet the requirements set out in Title III, Chapter 2 or falls short of the harmonised standards or common specifications referred to in Articles 40 and 41 conferring a presumption of conformity, it becomes a non-compliant AI system and may be subject to measures taken by the market surveillance authority.|f0006aadcc614bf9a077bf00f44ee31f|||
shortcomings|non-compliant ai system|The shortcomings that result in a non-compliant AI system may be due to one or more of the following: failure to meet requirements set out in Title III, Chapter 2 or shortcomings in the harmonised standards or common specifications referred to in Articles 40 and 41 conferring a presumption of conformity.|f0006aadcc614bf9a077bf00f44ee31f|||
union safeguard procedure|article 66|Article 66 is a part of the Union safeguard procedure.|cee9fd85122346eb8dba4161ccf52f86|||
article 65(5)|notification|The notification referred to in Article 65(5) is required for the Union safeguard procedure.|cee9fd85122346eb8dba4161ccf52f86|||
national measure|measure taken by another member state|A national measure is a measure taken by another Member State in accordance with Article 66.|cee9fd85122346eb8dba4161ccf52f86|||
commission|consultation|The Commission enters into consultation with the relevant Member State and operator or operators as per Article 66.|cee9fd85122346eb8dba4161ccf52f86|||
objections|member state|Objections against a measure taken by another Member State can be raised by a Member State under Article 66.|cee9fd85122346eb8dba4161ccf52f86|||
contrary to union law|commission|The Commission considers the measure to be contrary to Union law as per Article 66.|cee9fd85122346eb8dba4161ccf52f86|||
ai system|risk to health or safety of persons|Where, having performed an evaluation under Article 65, the market surveillance authority of a Member State finds that although an AI system is in compliance with this Regulation, it presents a risk to the health or safety of persons, to the compliance with obligations under Union or national law intended to protect fundamental rights or to other aspects of public interest protection, it shall require the relevant operator to take all appropriate measures to ensure that the AI system concerned, when placed on the market, does not pose such risks.|444db3946cfa4b3fa29641db48523934|||
ai system|compliant with this regulation|The national measure is considered justified and the non-compliance of the AI system is attributed to shortcomings in the harmonised standards or common specifications referred to in Articles 40 and 41 of this Regulation, the Commission shall apply the procedure provided for in Article 11 of Regulation (EU) No 1025/2012.|444db3946cfa4b3fa29641db48523934|||
ai system|withdrawn from market|If the national measure is considered justified, all Member States shall take the measures necessary to ensure that the non-compliant AI system is withdrawn from their market, and shall inform the Commission accordingly.|444db3946cfa4b3fa29641db48523934|||
national measure|unjustified|If the national measure is considered unjustified, the Member State concerned shall withdraw the measure.|444db3946cfa4b3fa29641db48523934|||
decision|9 months from notification|The Commission shall decide whether the national measure is justified or not within 9 months from the notification referred to in Article 65(5) and notify such decision to the Member State concerned.|444db3946cfa4b3fa29641db48523934|||
ai system|risk|When an AI system presents a risk, as per Article 53(1), the Member State referred to in paragraph 1 has the power to take all appropriate measures to ensure that the AI system concerned no longer presents that risk. The nature of the risk involved and the national measures taken should be immediately informed to the Commission and other Member States (Article 53(3)). If necessary, the Commission will propose appropriate measures after evaluating the national measures taken through consultation with the Member States and relevant operator (Article 53(4)).|4ad48abb1a2f4844b568d3c740558953|||
ai system|corrective action|The provider or other relevant operators shall ensure that corrective action is taken in respect of all the AI systems concerned that they have made available on the market throughout the Union (Article 53(2)).|4ad48abb1a2f4844b568d3c740558953|||
ai system|market|When placed on the market or put into service, an AI system should not present any risk. If it presents a risk, it should be withdrawn from the market or recalled within a reasonable period commensurate with the nature of the risk (Article 53(1)).|4ad48abb1a2f4844b568d3c740558953|||
ai system|origin|When informing about national measures taken, all available details including data necessary for the identification of the AI system concerned and the origin and supply chain of the AI system should be provided (Article 53(3)).|4ad48abb1a2f4844b568d3c740558953|||
formal non-compliance|require the relevant provider to put an end to the non-compliance concerned|In instances of formal non-compliance, the market surveillance authority requires the relevant provider to rectify the issue.|ad4db888c2b6496580565c314c7453db|||
formal non-compliance|restrict or prohibit the high-risk ai being made available on the market or ensure that it is recalled or withdrawn from the market|If formal non-compliance persists, member states may take stringent measures to mitigate risks associated with high-risk AI.|ad4db888c2b6496580565c314c7453db|||
codes of conduct|title iii, chapter 2 requirements on ai systems|Codes of conduct can be used to promote voluntary compliance with specific requirements related to AI systems other than high-risk ones.|ad4db888c2b6496580565c314c7453db|||
codes of conduct|appropriate means of fulfilling the requirements|The use of technical specifications and solutions can help achieve compliance with Title III, Chapter 2 requirements through codes of conduct for AI systems.|ad4db888c2b6496580565c314c7453db|||
ai systems|codes of conduct|AI systems can be covered by codes of conduct drawn up by individual providers, organizations representing them, or both, including with the involvement of users and any interested stakeholders and their representative organizations.|b6dd60a255b647e9b83a1def3234f5d3|||
small-scale providers and start-ups|confidentiality|The Commission and the Board shall take into account the specific interests and needs of small-scale providers and start-ups when encouraging and facilitating the drawing up of codes of conduct. This is because confidentiality is important for these types of organizations.|b6dd60a255b647e9b83a1def3234f5d3|||
codes of conduct|environmental sustainability|Codes of conduct can foster the voluntary application to AI systems of requirements related to environmental sustainability, as encouraged and facilitated by the Commission and the Board.|b6dd60a255b647e9b83a1def3234f5d3|||
codes of conduct|accessibility for persons with a disability|Codes of conduct can foster the voluntary application to AI systems of requirements related to accessibility for persons with a disability, as encouraged and facilitated by the Commission and the Board.|b6dd60a255b647e9b83a1def3234f5d3|||
codes of conduct|stakeholders participation in the design and development of ai systems|Codes of conduct can foster the voluntary application to AI systems of requirements related to stakeholders participation in the design and development of AI systems, as encouraged and facilitated by the Commission and the Board.|b6dd60a255b647e9b83a1def3234f5d3|||
codes of conduct|diversity of development teams|Codes of conduct can foster the voluntary application to AI systems of requirements related to diversity of development teams, as encouraged and facilitated by the Commission and the Board.|b6dd60a255b647e9b83a1def3234f5d3|||
codes of conduct|objectives and key performance indicators|Codes of conduct may include clear objectives and key performance indicators to measure the achievement of those objectives, as encouraged and facilitated by the Commission and the Board.|b6dd60a255b647e9b83a1def3234f5d3|||
technical specifications|compliance with requirements|The basis of technical specifications is to ensure compliance with such requirements, as mentioned in the context.|b6dd60a255b647e9b83a1def3234f5d3|||
information and data obtained in carrying out their tasks and activities|intellectual property rights, and confidential business information or trade secrets of a natural or legal person, including source code|should be protected to maintain confidentiality.|ef222180a8f24575961f355dc97b7326|||
information and data obtained in carrying out their tasks and activities|effective implementation of this regulation|should be protected to facilitate inspections, investigations or audits.|ef222180a8f24575961f355dc97b7326|||
information exchanged on a confidential basis between national competent authorities and between national competent authorities and the commission |public and national security interests|should be protected to ensure confidentiality without jeopardising public and national security.|ef222180a8f24575961f355dc97b7326|||
information exchanged on a confidential basis between national competent authorities and between national competent authorities and the commission |high-risk ai systems referred to in points 1, 6 and 7 of annex iii|should be protected when used by law enforcement, immigration or asylum authorities without jeopardising public and national security interests.|ef222180a8f24575961f355dc97b7326|||
immigration or asylum authorities|law enforcement|When disclosure of information would jeopardize public and national security interests, both immigration or asylum authorities and law enforcement authorities are providers of high-risk AI systems referred to in points 1, 6, and 7 of Annex III. This technical documentation referred to in Annex IV shall remain within the premises of these authorities, but upon request, market surveillance authorities can immediately access this documentation or obtain a copy.|7505f83b539e421caddd1750a9d00276|||
immigration or asylum authorities|market surveillance authorities|When immigration or asylum authorities are providers of high-risk AI systems referred to in points 1, 6, and 7 of Annex III, market surveillance authorities can immediately access the technical documentation referred to in Annex IV or obtain a copy upon request. This is subject to the condition that only staff holding the appropriate level of security clearance shall be allowed to access this documentation.|7505f83b539e421caddd1750a9d00276|||
commission|member states|The rights and obligations of the Commission, Member States, and notified bodies with regard to the exchange of information and dissemination of warnings under criminal law of the Member States are unaffected by paragraphs 1 and 2.|7505f83b539e421caddd1750a9d00276|notified bodies||
commission|member states|The Commission and Member States may exchange confidential information with regulatory authorities of third countries that have concluded bilateral or multilateral confidentiality arrangements guaranteeing an adequate level of confidentiality.|7505f83b539e421caddd1750a9d00276|||
non-compliance with the prohibition of the artificial intelligence practices referred to in article 5|administrative fines of up to 30 000 000 eur or, if the offender is a company, up to 6 % of its total worldwide annual turnover for the preceding financial year, whichever is higher|Infringement and penalty for non-compliance with the prohibition of the artificial intelligence practices referred to in Article 5|bf3648d7f37d48ff8c9f32349e9f86f5|||
non-compliance of the ai system with the requirements laid down in article 10|administrative fines of up to 30 000 000 eur or, if the offender is a company, up to|Infringement and penalty for non-compliance of the AI system with the requirements laid down in Article 10|bf3648d7f37d48ff8c9f32349e9f86f5|||
non-compliance of the ai system with any requirements or obligations under this regulation, other than those laid down in articles 5 and 10|administrative fines of up to 20 000 000 eur|Infringement and penalty for non-compliance of the AI system with any requirements or obligations under this Regulation, other than those laid down in Articles 5 and 10|bf3648d7f37d48ff8c9f32349e9f86f5|||
small-scale providers|start-up and their economic viability|Small-scale providers and start-ups' interests considered while setting penalties|bf3648d7f37d48ff8c9f32349e9f86f5|||
administrative fines|up to 20 000 000 eur|when a fine is imposed for an administrative infringement, it cannot exceed 20 million euros in accordance with the regulation|d23b12b1f5ee49619e5f8fe5b9039a16|||
administrative fines|up to 4 % of its total worldwide annual turnover|if the offender is a company, the administrative fine for an infringement cannot exceed 4% of its total worldwide annual turnover in the preceding financial year|d23b12b1f5ee49619e5f8fe5b9039a16|||
supply of incorrect information|administrative fines|the supply of incorrect, incomplete or misleading information to notified bodies and national competent authorities in reply to a request is subject to administrative fines of up to 10 million euros for individuals and up to 2% of its total worldwide annual turnover for the preceding financial year for companies|d23b12b1f5ee49619e5f8fe5b9039a16|||
nature, gravity and duration|administrative fines|when deciding on the amount of the administrative fine in each individual case, all relevant circumstances of the specific situation shall be taken into account, including the nature, gravity and duration of the infringement and of its consequences|d23b12b1f5ee49619e5f8fe5b9039a16|||
administrative fines|already applied by other market surveillance authorities|the rules on administrative fines may take into account whether administrative fines have been already applied by other market surveillance authorities to the same operator for the same infringement|d23b12b1f5ee49619e5f8fe5b9039a16|||
size and market share|administrative fines|the rules on administrative fines may also take into account the size and market share of the operator committing the infringement|d23b12b1f5ee49619e5f8fe5b9039a16|||
rules on administrative fines|each member state|each Member State shall lay down rules on whether and to what extent administrative fines may be imposed on public authorities and bodies established in that Member State|d23b12b1f5ee49619e5f8fe5b9039a16|||
rules on administrative fines|depending on the legal system of the member states|the rules on administrative fines may be applied in such a manner that the fines are imposed by competent national courts or bodies as applicable in those Member States|d23b12b1f5ee49619e5f8fe5b9039a16|||
non-compliance with the prohibition of the artificial intelligence practices referred to in article 5|non-compliance of the ai system with the requirements laid down in article 10|Both types of non-compliance fall under the scope of administrative fines imposed by this Regulation, which range from 0 to 250 000 EUR according to their severity.|d9062e2403234b8ea6ffa6ca707735f6|||
european data protection supervisor|union institution, agency or body which is the subject of the proceedings conducted by the european data protection supervisor|The European Data Protection Supervisor shall give the latter the opportunity to be heard on the matter regarding the possible infringement before taking decisions pursuant to this Article.|d9062e2403234b8ea6ffa6ca707735f6|||
european data protection supervisor|complainants, if any|The European Data Protection Supervisor shall associate the latter closely with the proceedings.|d9062e2403234b8ea6ffa6ca707735f6|||
parties concerned|rights of defense|The rights of defense of the parties concerned shall be fully respected in the proceedings.|d9062e2403234b8ea6ffa6ca707735f6|||
european data protection supervisor's file|legitimate interest of individuals or undertakings in the protection of their personal data or business secrets|The parties concerned shall be entitled to have access to the European Data Protection Supervisor's file subject to the legitimate interest of individuals or undertakings in the protection of their personal data or business secrets.|d9062e2403234b8ea6ffa6ca707735f6|||
funds collected by imposition of fines|general budget of the union|Funds collected by imposition of fines in this Article shall be the income of the general budget of the Union.|d9062e2403234b8ea6ffa6ca707735f6|||
article 73|commission|The power to adopt delegated acts is conferred on the Commission subject to the conditions laid down in this Article (Article 73).|eaf55c71f2f34b2695b4d728dc709e78|||
delegation of power|commission|The delegation of power referred to in Article 4, Article 7(1), Article 11(3), Article 43(5) and (6) and Article 48(5) shall be conferred on the Commission for an indeterminate period of time from [entering into force of the Regulation] (Article 73).|eaf55c71f2f34b2695b4d728dc709e78|||
european parliament|delegation of power|The delegation of power referred to in Article 4, Article 7(1), Article 11(3), Article 43(5) and (6) and Article 48(5) may be revoked at any time by the European Parliament or by the Council (Article 73).|eaf55c71f2f34b2695b4d728dc709e78|||
council|delegation of power|The delegation of power referred to in Article 4, Article 7(1), Article 11(3), Article 43(5) and (6) and Article 48(5) may be revoked at any time by the European Parliament or by the Council (Article 73).|eaf55c71f2f34b2695b4d728dc709e78|||
delegated act|commission|As soon as it adopts a delegated act, the Commission shall notify it simultaneously to the European Parliament and to the Council (Article 73).|eaf55c71f2f34b2695b4d728dc709e78|||
european parliament|delegated act|Any objection raised by the European Parliament regarding a delegated act adopted pursuant to Article 4, Article 7(1), Article 11(3), Article 43(5) and (6) and Article 48(5) shall result in the revocation of the said delegated act (Article 73).|eaf55c71f2f34b2695b4d728dc709e78|||
council|delegated act|Any objection raised by the Council regarding a delegated act adopted pursuant to Article 4, Article 7(1), Article 11(3), Article 43(5) and (6) and Article 48(5) shall result in the revocation of the said delegated act (Article 73).|eaf55c71f2f34b2695b4d728dc709e78|||
delegated act|european parliament|If no objection is raised by the European Parliament regarding a delegated act adopted pursuant to Article 4, Article 7(1), Article 11(3), Article 43(5) and (6) and Article 48(5), it shall enter into force (Article 73).|eaf55c71f2f34b2695b4d728dc709e78|||
delegated act|council|If no objection is raised by the Council regarding a delegated act adopted pursuant to Article 4, Article 7(1), Article 11(3), Article 43(5) and (6) and Article 48(5), it shall enter into force (Article 73).|eaf55c71f2f34b2695b4d728dc709e78|||
commission|general budget of the union.|The text is related to the general budget of the Union.|eaf55c71f2f34b2695b4d728dc709e78|||
article 48(5)|european parliament|expressed objection to within a period of three months of notification of that act|6090d8de76ab4ab7a995f6343d65d31a|||
article 48(5)|council|expressed objection to within a period of three months of notification of that act|6090d8de76ab4ab7a995f6343d65d31a|||
commission|committee procedure|assisted by a committee in accordance with Regulation (EU) No 182/2011|6090d8de76ab4ab7a995f6343d65d31a|||
regulation (ec) no 300/2008|article 4(3)|amended in accordance with Article 75 to take into account requirements set out in Chapter 2, Title III of Regulation (EU) YYY/XX on Artificial Intelligence|6090d8de76ab4ab7a995f6343d65d31a|||
regulation (eu) no 167/2013|||6090d8de76ab4ab7a995f6343d65d31a|||
regulation (eu) yyy/xx [on artificial intelligence]|delegated acts pursuant to the first subparagraph concerning artificial intelligence systems|In Article 76 and 77 of Regulation (EU) No 167/2013 and 168/2013, respectively, the requirements set out in Title III, Chapter 2 of Regulation (EU) YYY/XX [on Artificial Intelligence] are taken into account.|86f45d9c8b374f5cb907ef02ca5bf64d|||
